4.500000000000000000e+01,0.000000000000000000e+00
4.415866739270258989e+01,-2.576627640511537010e+01
4.165942293532297924e+01,-5.075930197490831830e+01
3.757974880907714521e+01,-7.418287323143405843e+01
3.205211148828761480e+01,-9.517645416599388852e+01
2.526093373999744429e+01,-1.127662579771763660e+02
1.745043299869775311e+01,-1.261010231131671304e+02
8.925381389202483362e+00,-1.344715901851053843e+02
3.754639827938988789e-02,-1.373571290661942328e+02
-8.850227370883798628e+00,-1.345733985361833334e+02
-1.737098131101643261e+01,-1.262392374813793197e+02
-2.518648047916078880e+01,-1.128350238116934321e+02
-3.198852401666356116e+01,-9.520434905821096550e+01
-3.753029028606166406e+01,-7.428855997907133712e+01
-4.162338581551060201e+01,-5.089667400430679578e+01
-4.412849691802118457e+01,-2.587548497065214548e+01
-4.496946233526701064e+01,-6.909455128154914916e-02
-4.413339984804816396e+01,2.570129394957436020e+01
-4.164969312453382599e+01,5.071153018846126770e+01
-3.757882143645642259e+01,7.411846770483732882e+01
-3.204651006317676121e+01,9.505296775455533975e+01
-2.524643864784702885e+01,1.126421031563622677e+02
-1.743978921582132458e+01,1.260111446681635101e+02
-8.926667661480868432e+00,1.344180512788485373e+02
-4.867452805398138349e-02,1.373098679835456153e+02
8.833701815299972893e+00,1.344723116720665246e+02
1.735755200290152089e+01,1.261050937676109243e+02
2.516761902415289143e+01,1.127888691106505235e+02
3.196852742530599656e+01,9.524725515804281883e+01
3.750759072312328612e+01,7.430886487966049003e+01
4.159324465742520260e+01,5.086748202843180167e+01
4.409827889128721523e+01,2.587081275282806203e+01
4.495937447706320000e+01,1.342948388588729447e-01
4.413602794377685257e+01,-2.562633745844930289e+01
4.164197888799863989e+01,-5.063111695882582097e+01
3.755633976150865294e+01,-7.405105066380856726e+01
3.202359587129667062e+01,-9.500811975674415066e+01
2.523984288199010351e+01,-1.126450854472709864e+02
1.744607377138703441e+01,-1.260466956043751452e+02
8.938751903275575117e+00,-1.344018644784307810e+02
5.274650761116727454e-02,-1.372336123390676903e+02
-8.838774059576543607e+00,-1.343999831259356199e+02
-1.735669710191103476e+01,-1.261034343824463377e+02
-2.516720496637539384e+01,-1.128267319784424956e+02
-3.196348021035953835e+01,-9.523247109126383236e+01
-3.749644544807202351e+01,-7.417217454964486478e+01
-4.157508297898483818e+01,-5.068646694670966468e+01
-4.407797082109892983e+01,-2.574243376455890342e+01
-4.492679731605650062e+01,-7.317271373450426157e-03
-4.408463450924046612e+01,2.575193343496516363e+01
-4.157706231943485875e+01,5.073597804926474453e+01
-3.749217030735940170e+01,7.411310275083980059e+01
-3.196800796487458385e+01,9.506836211977491757e+01
-2.518672604044420993e+01,1.126483401332915975e+02
-1.739099785839351853e+01,1.259441616224417260e+02
-8.878578105519075336e+00,1.342569197547681767e+02
-1.773476935963120551e-03,1.370991755608194751e+02
8.872752803544102562e+00,1.343082032004327573e+02
1.737867239448572576e+01,1.260206877312598692e+02
2.517407266042506464e+01,1.126467726620405614e+02
3.195986585396727619e+01,9.491200231908480589e+01
3.747978911578616135e+01,7.385732184627323704e+01
4.154716127566180006e+01,5.051214808268272805e+01
4.403792201033378717e+01,2.557072645364542751e+01
4.486587929913804373e+01,-1.702893862729716878e-01
4.400643530762518907e+01,-2.590889881201749034e+01
4.149635807729438852e+01,-5.084191351811892190e+01
3.741796048516965811e+01,-7.420815587320909401e+01
3.189293037605557757e+01,-9.508676092363870680e+01
2.510573575463314100e+01,-1.125695345142013792e+02
1.730526320812922947e+01,-1.258298897677509984e+02
8.803342229130709740e+00,-1.341282431402456723e+02
-5.925406104038617727e-02,-1.369610933406253537e+02
-8.915853852325060558e+00,-1.341094989298171356e+02
-1.740688595697901064e+01,-1.257121112392536588e+02
-2.519170753261499840e+01,-1.123004904101773462e+02
-3.195945123595040371e+01,-9.473683756074078133e+01
-3.747142299242662489e+01,-7.384118664191399262e+01
-4.153214003591954651e+01,-5.046457958011363587e+01
-4.400771466159765311e+01,-2.547525153915009000e+01
-4.482821979081926145e+01,2.512112949799661932e-01
-4.398382207215584572e+01,2.595027249386080825e+01
-4.148587402109777855e+01,5.087212404140068145e+01
-3.739962577121721665e+01,7.418939749718991550e+01
-3.185809197156636685e+01,9.504395894948117984e+01
-2.506205178667748257e+01,1.125469090151896694e+02
-1.727013841255401871e+01,1.258237108687653034e+02
-8.775887914451908856e+00,1.341287712544907436e+02
7.949680300515175879e-02,1.369034512788126676e+02
8.937998647547633624e+00,1.339794902040375462e+02
1.742727390985908542e+01,1.255868742765087802e+02
2.520381127655958764e+01,1.122599623999285683e+02
3.196759019018438153e+01,9.470054881939853431e+01
3.746820633637234721e+01,7.373530968977988209e+01
4.151738704211857112e+01,5.029885366897740795e+01
4.399250700745692910e+01,2.537304581433516049e+01
4.482221793040008606e+01,-3.107532269315398388e-01
4.396574925744597806e+01,-2.601139760624176134e+01
4.144441329286829045e+01,-5.093738775379608796e+01
3.734337900026268642e+01,-7.425466981325280358e+01
3.180863132496893897e+01,-9.510645654755965950e+01
2.502546469616877545e+01,-1.126288798155897695e+02
1.723777710825435250e+01,-1.258585534088777393e+02
8.740029555063966171e+00,-1.340677915045339716e+02
-1.255995672238502114e-01,-1.368029445988926796e+02
-8.978666963966535519e+00,-1.339001416340942399e+02
-1.746161842878087000e+01,-1.255566867585068707e+02
-2.522896984200368209e+01,-1.122008459255908264e+02
-3.198129641370996978e+01,-9.450781208098941022e+01
-3.747053335288094189e+01,-7.340799920641775600e+01
-4.150480611748113091e+01,-5.002492807668436114e+01
-4.396720050627789789e+01,-2.512142120533429335e+01
-4.477204639417608689e+01,5.677007211924963714e-01
-4.389015351983191948e+01,2.625532358202644545e+01
-4.135401514153596025e+01,5.113608899260526641e+01
-3.725390321606658972e+01,7.440889082032079216e+01
-3.171731112182488488e+01,9.522354456742077389e+01
-2.492845860267040337e+01,1.126217771550652031e+02
-1.713282430353196517e+01,1.257655055079120103e+02
-8.636596108163047347e+00,1.339498508144949085e+02
2.113724264027602995e-01,1.366677067236367691e+02
9.048495056142391135e+00,1.337388028906590023e+02
1.751128324645337031e+01,1.252909331250363749e+02
2.526368123647565156e+01,1.118193547048464609e+02
3.199846141153910395e+01,9.418064367817495963e+01
3.747417067523348777e+01,7.327721219536307729e+01
4.150169616158066077e+01,4.992455338751472738e+01
4.394471986151012999e+01,2.497064719521959830e+01
4.473010148507646733e+01,-7.369925293312363790e-01
4.384775744221599325e+01,-2.638552280234089764e+01
4.132448742196628189e+01,-5.124913802479125025e+01
3.722255544726302645e+01,-7.448419825157579055e+01
3.167072738453474301e+01,-9.522791529463046345e+01
2.486554051659979336e+01,-1.126092244746734963e+02
